,예측 값,실제값
0,187.144722158,129.22890287054216
1,107.59646694800001,97.67966242639329
2,73.231816149,0.802
3,75.39278560999999,0.802
4,80.419554956,0.802
5,117.312389368,122.6903368842819
6,438.8312220699999,352.52074041342587
7,754.1346771890001,672.2925382563132
8,1004.963864377,1224.8596846234734
9,1178.358894221,1765.286930134219
10,1575.3551984080002,1786.3638037684798
11,1723.3553717010002,1852.5420757921372
12,1678.7448304499999,2055.8799734072954
13,2188.642956103,2111.6643705874094
14,2029.1300777379988,2027.986635187963
15,2177.160180756,2223.287411301147
16,1714.7321787520007,2241.01480053202
17,1677.8145374620005,2320.165928449497
18,1547.4492877559996,2022.6091804889647
19,1746.0000809880003,1748.3708429845176
20,1188.9422383150002,1475.8187009559824
21,929.717694307,1172.7010179831093
22,647.47047626,798.2747368959555
23,586.0232628479997,528.362147213685
24,326.27711367300003,199.2863304940707
25,124.453741057,106.76517163492444
26,56.98163794800001,0.802
27,59.996360147999994,0.802
28,155.53407315799998,0.802
29,242.71335580099995,75.56952254152368
30,429.39655044000006,397.58780747090026
31,737.5389721120004,548.6061797734687
32,1369.6631198320001,1257.5849370076603
33,1667.3282954450005,1693.481966489029
34,1985.1335359970003,1769.6451004092812
35,1834.3157502630002,1714.3680661825845
36,1862.9839493739998,1937.3564774308877
37,1939.1900231730012,1865.2996557158297
38,1992.750880192001,2096.1531044455187
39,2137.144515805001,2161.770678865669
40,2497.5129677080004,2150.20868401482
41,2668.346424926,2207.582408182435
42,2406.853806416,2072.0725099300325
43,1649.238687046001,1532.5465972132167
44,905.2266243820001,1526.6771645560195
45,620.666611142,1029.155365783863
46,351.390678202,699.4926969688711
47,330.9183446350001,464.7933413234214
48,225.964411323,207.77608425350996
49,39.836341463,96.47777377912018
50,51.51463414999999,0.802
51,11.479578713999999,0.802
52,144.543476541,5.725835949941668
53,57.629898012,115.19379140642036
54,171.58603008299994,470.4077534395114
55,483.432563784,680.7669355112661
56,1273.444623311,1281.9674193182054
57,1575.5928975880004,1613.0185554609056
58,1544.4519047839995,1926.2952356836581
59,1469.5575648120005,1944.292944978661
60,1697.5880766880002,2187.7847684098333
61,1216.8132644589998,2125.0148996231032
62,1312.3802617919998,2386.593779284471
63,1556.5684008160001,2218.541767072442
64,2101.311716485999,2264.8920851847715
65,2740.696568696999,2300.5720543913403
66,2169.568254591,2108.094367919228
67,2120.3296226230004,1652.835037048468
68,1543.923982318,1514.1778246261372
69,1170.962318681,1092.4957329858687
70,970.611310296,830.7702400182177
71,628.2769892030001,555.3151773178681
72,415.98921535100004,141.0365163209763
73,155.17655277400002,91.38061802309451
74,71.552153986,0.802
75,118.645777003,0.802
76,182.870023442,0.802
77,198.48446113,119.28476847517743
78,595.1856657640001,352.6785790680716
79,1277.7560385159998,650.6184419002682
80,1598.572152682,1223.940801538702
81,2081.1344302350003,1765.3848242889776
82,1890.04474562,1843.6002026084068
83,1698.4667628680004,1884.561897654839
84,2246.4425156179996,2031.3328146664521
85,2012.9842257010002,2118.489838243757
86,1950.983400901,2064.0196615440573
87,2303.58824102,2246.4891237194292
88,2445.9406503270015,2240.2013331552253
89,2697.7726761790022,2332.5607643748235
90,2269.826012157999,2019.3610091281619
91,1775.7908548619998,1718.2291301677085
92,1716.2986095679998,1462.123661990329
93,1263.9323116010007,1143.573119369714
94,850.6885397150002,771.2259779326371
95,537.221206626,542.6580557148037
96,336.50930292699996,414.7398263713455
97,179.595998559,103.31058492161098
98,144.892597405,0.802
99,61.376055261,0.802
100,186.173947272,29.738131058415323
101,325.66425539100004,101.69773883493833
102,623.1099950380001,310.52052969903514
103,780.2938759689996,605.1336152411567
104,1573.659935604,1067.4225213714915
105,1919.0920176199998,1598.7350119374253
106,1610.8952834119998,1674.6690803733181
107,2023.260297868001,1778.4344911959604
108,2144.2178027950013,1791.840064325657
109,2005.1614930470002,1858.7688961901063
110,2135.4616706100005,1924.6769621125613
111,2317.985279972,1869.126074970981
112,2254.5509767290005,1947.7542270139675
113,2460.0182639449995,1981.8127316874686
114,2357.8722827170022,1886.3182942941166
115,1974.3954901230002,1455.5258922632106
116,1424.2778353819997,1275.0602402428106
117,1350.286585673,914.2040377712602
118,1048.3560602870002,659.2444098488521
119,457.35325171500006,526.5441536120708
120,185.45754175900004,260.4789808543511
121,148.38121634399997,99.46374493438081
122,146.491524654,6.277450351989211
123,24.619906188,0.802
124,89.874530966,0.802
125,156.034618717,179.9635457498049
126,369.28821802999994,345.1662568474285
127,657.33853427,644.7455903552448
128,1083.4292084379995,1342.3082822673048
129,1800.1145460380005,1712.5338328637956
130,2071.076383263001,1811.3961026918696
131,2112.5838513010003,1870.2445071418786
132,2115.221733920001,1990.568959262233
133,2097.0519553730005,2172.3386890624965
134,2355.8733462550003,2238.374279500871
135,2470.931062869999,2360.0604746424256
136,2547.848638425001,2261.432170704595
137,2491.920943780999,2173.3324457906633
138,2400.054158611999,1899.5460852568476
139,1986.1507571550005,1694.2922429038529
140,1429.318874571,1457.4760258793099
141,1129.8245585859997,1048.7681576879916
142,779.788134491,741.5013694306318
143,602.0543119029999,596.7256583729608
144,347.18023595200015,353.06243469876506
145,246.95686917300003,208.69046580264344
146,256.397625403,0.802
147,141.417009119,0.802
148,95.458444787,52.815816198116785
149,144.01052384699997,189.86685292637765
150,633.424985547,445.782245185983
151,764.8379428669999,660.9577854829828
152,996.9805993409998,1017.6021460784345
153,1536.1489194600001,1456.5867731556996
154,1655.899174943001,1852.6689165304915
155,1893.0849824460006,2025.13118007547
156,1714.7115693170003,1883.0040244353393
157,1763.129786732,2133.362911991412
158,2130.9469119959986,2217.5938234411474
159,1851.4257460030005,2030.6102897058356
160,1859.5563305699998,1978.6158436440596
161,2221.037016838999,1915.6695602454943
162,2028.053592792001,1771.7699391933024
163,1658.710892262,1405.392688734051
164,1344.2537692349997,1229.0793899415723
165,907.9154097260001,876.1615600952811
166,790.0964694249999,638.583386937192
167,370.533222761,519.6452938303864
168,331.391442438,381.60342423531876
169,153.123740758,171.8687447611285
170,158.431705736,0.802
171,166.11084438400002,0.802
172,195.61423333800002,0.802
173,289.894521794,92.38657590719099
174,496.9946546370001,435.06306316577087
175,849.4564537499998,520.8823044273913
176,954.6329993700002,966.4159250987866
177,1403.1654818670006,1218.454056392191
178,1669.5711131620003,1544.141413387198
179,1727.694225856,1861.2621771188708
180,1750.3434300200001,1823.8705987035478
181,1877.4769530619997,1967.719620215911
182,2129.5410529539986,2066.2615402546644
183,1849.7840839250007,2084.6018221098584
184,1805.5649333740002,2037.2071477295337
185,1942.6150245429988,1921.4094170540761
186,1453.7702827650003,1852.2429231073393
187,1427.562532107,1477.4250084196874
188,1080.424762448,1262.7631845093151
189,937.125150347,819.9657567467403
190,631.2843263220001,634.8481380240745
191,491.691877361,498.60568607343174
192,314.944942808,206.37405533742412
193,223.586320232,97.3983449397558
194,100.142645735,0.802
195,77.81656287800001,0.802
196,162.500561569,0.802
197,418.02876677799986,78.87311549852693
198,772.7420834420001,405.9971318942267
199,882.635837609,552.6658811412985
200,1399.8414419149995,1257.7365077012912
201,1705.1945228289999,1692.8470790196923
202,1890.2089923930002,1800.3813578190773
203,1917.7471293809992,1742.1656755427816
204,2386.778775051,1951.2704391803493
205,2076.7454118659994,1896.4159794889783
206,1655.2012183919996,2130.2462538489926
207,1886.0743652269991,2188.3477452718907
208,2087.642608611999,2163.576763341355
209,2423.796246147999,2217.5967864772633
210,2234.5289974240004,2079.98381636
211,1562.6856303650002,1534.9661441278615
212,1758.3587979400002,1522.616209595987
213,1098.6769616529998,1017.5486974654174
214,834.880248991,690.4230713433661
215,529.9685230229999,477.8556011338976
216,213.667700603,200.19282011047193
217,110.911845348,103.10090025761662
218,62.96395787200001,0.802
219,65.101773839,0.802
220,152.87047912499997,6.634045694280454
221,270.26131721599995,109.70084240304122
222,677.1468681959999,464.8534567676998
223,1025.751231165,672.0402813161988
224,1436.4060120039999,1272.4506031650255
225,1842.1940077989993,1604.1023239358724
226,1824.567272485,1911.9698677657698
227,1563.0414968849998,1930.7773976238861
228,1644.0494411990003,2176.2446544410723
229,2225.2950907940008,2109.2406070444454
230,1996.601795902,2373.485535432732
231,1828.5266177100007,2201.404022028671
232,2091.095897117,2248.6136206146675
233,2380.6357171130003,2285.546954098344
234,2429.028032060999,2098.6340773781085
235,1830.9035772590003,1648.0259154691219
236,1547.4347159139998,1512.5933980445204
237,1475.874353228,1087.9979581245673
238,1038.1568776370002,829.2251306466028
239,540.4524000939998,544.9004472585846
240,257.81942082300003,131.81309772475333
241,109.004156473,88.88042809184773
242,193.835202694,0.802
243,101.799520438,0.802
244,151.82712598999998,0.802
245,361.464627311,114.28864797710075
246,746.0308458289998,341.815433379642
247,1080.6864950309998,633.4781896720917
248,1757.1648835819994,1192.6497725976317
249,1915.8241533609994,1726.8177182760587
250,1578.5081857710006,1801.8874918694726
251,1463.3706755569997,1838.7929044359014
252,2201.7153558650007,1976.1002259814968
253,2375.9633319030004,2064.874839352333
254,2312.6546299930005,2009.5592856561268
255,2470.8892671780004,2192.566880775352
256,2124.632241581,2182.702477693169
257,2518.289895751999,2281.571471333968
258,2104.9288517570003,1981.3347711693573
259,1926.5951747200002,1682.247159203153
260,1384.6725843800007,1433.0289265888487
261,1294.8687112979999,1119.1525734413701
262,939.1427601449998,748.9475931533005
263,458.279662413,529.3041077912836
264,272.273660094,418.0503354535139
265,232.28798139499997,94.47379267975734
266,229.97607495000003,2.2677858320333715
267,207.16128274200003,0.802
268,157.427858253,30.031493001957426
269,367.290250364,104.18798550075708
270,674.0593781669999,308.5556378838192
271,913.0348263810001,602.5345767156331
272,1243.252151327,1056.6400329450296
273,1487.996699473001,1582.3436101061275
274,1837.2346648779996,1662.384902450635
275,2076.2121845009997,1762.302013136038
276,2004.808572952,1769.6994607257188
277,2087.700386178001,1840.123079726172
278,1842.450257344,1903.5671531922408
279,1948.0470003629998,1851.0384489261476
280,2256.9574508739984,1925.918018393494
281,2252.741364460001,1964.2421554448933
282,2389.615648435999,1870.3719176948705
283,1631.3283537180005,1437.865855122515
284,1162.0691865400004,1257.5453918718033
285,1128.3802520540003,903.1669561646696
286,918.9299227839997,646.5827297286861
287,541.6990085570001,529.0618795887931
288,165.42691259400004,240.70367781554776
289,134.14153670900004,101.1049749126944
290,107.001920599,0.802
291,133.397740015,0.802
292,135.079498075,0.802
293,182.59287756299994,168.68302508461858
294,550.1626912949998,325.46001534271556
295,1200.8192512240005,610.3898133852502
296,1384.4981035770002,1283.3303019686805
297,1963.6462128100006,1643.8416526214887
298,1972.948392153999,1735.3742828017694
299,1831.1604692610001,1787.5446876236704
300,1881.2740343019996,1895.8925477627777
301,2046.2392823069997,2074.0424730955237
302,2137.0539837539995,2143.2245799633342
303,2305.3546466240014,2260.809477268506
304,2449.4291774949997,2156.027859020971
305,2426.0128641959986,2083.183211587815
306,2257.0435792849994,1830.8185765070027
307,1811.654676681,1637.1074692701025
308,1606.9488827240007,1413.2559028085961
309,1439.356427256,1007.8993424275061
310,792.147080576,709.3923145956646
311,481.512105106,569.3040696921886
312,293.728659424,338.80436188959027
313,125.107329637,201.14556443008922
314,34.700982462,0.802
315,63.432161562999994,0.802
316,140.937449975,54.79906316734994
317,296.955759314,179.80959608006154
318,686.4514493799998,422.4839206958772
319,1033.8995991489999,625.8509928204862
320,1158.741484828,952.0135182418798
321,1355.7346059800004,1379.6130209318408
322,1602.3040384520002,1766.281826491661
323,1796.4693271549993,1931.6008937383049
324,1832.8540778170004,1769.6669812913694
325,2288.416713607999,2023.7171280705284
326,2075.8963349130004,2104.928705717965
327,1984.4251953379994,1922.3671614971395
328,1984.8478360160002,1863.1072369157762
329,1753.4148145140005,1812.885370228989
330,1679.771615992,1691.8078510834366
331,1633.8571437599996,1332.237492323343
332,1506.4455772439994,1168.0932688967298
333,849.1246798440003,827.2779600666197
334,776.030671107,591.0797070166734
335,391.76258981100005,494.1476842738426
336,236.28141676999996,360.43797291562583
337,62.638686357,161.99773182914797
338,112.345096926,0.802
339,89.542028008,0.802
340,152.22034380899998,0.802
341,186.71782151199997,79.70580699666169
342,554.9930953259999,407.507539554405
343,628.8927280780002,471.09865368773495
344,925.6276487169996,884.6749896529171
345,1671.3812376360004,1114.6400973624159
346,1677.6648970280014,1435.282315555137
347,1618.2263856030008,1737.2156957849934
348,1706.9626626979987,1682.1282958697266
349,2047.2509808690008,1825.560440993141
350,1846.8346918540005,1924.2065231476677
351,2022.9112296119997,1943.3994756267314
352,2157.9182814599994,1885.1672687259422
353,2012.3095057030007,1784.15451845515
354,1887.2124222429993,1749.051087699016
355,1527.891301738,1385.5224545766052
356,1261.6885366119998,1182.790725773043
357,996.758877183,756.1016729112154
358,592.5864015359998,577.671854628426
359,389.50199594900005,467.88911575936874
360,189.276010069,190.2236566071458
361,111.190010064,88.74662136954744
362,71.22855183,0.802
363,80.07219513,0.802
364,142.229011778,0.802
365,218.366104363,67.94954096776819
366,531.4825387770001,381.1010471599816
367,861.2034504470004,515.6443973331683
368,1452.4539475159997,1188.3471022682822
369,1995.906424023,1609.0735007981832
370,1532.7043065350006,1709.1182499624333
371,1724.8696060429997,1643.8327635131404
372,1913.7445833830009,1828.4845017880145
373,1720.3347305329994,1781.9721283927202
374,1631.9326297289997,2013.0670645658706
375,1878.3232296470007,2073.20575728151
376,2040.4834075099998,2038.8062755288033
377,2177.498812973,2107.7574935054135
378,2044.37436079,1998.0296562766996
379,1727.0153446949994,1458.3162745440773
380,1579.6035427399997,1458.1310847868215
381,1202.4299006179995,966.4185462461201
382,779.470902951,639.2633467443716
383,588.3291804739999,449.49008601502675
384,288.72426588099995,202.23626087349618
385,222.461631541,102.6567439928875
386,75.588715263,0.802
387,60.326607542000005,0.802
388,93.73135885199999,7.843961605262309
389,374.3944363,108.79158918564713
390,652.2856885040001,461.0148149885697
391,865.203960673,672.4872439180186
392,1415.7337121590006,1274.329737877266
393,1703.8884322200001,1608.3157612929563
394,1671.126724005,1913.0030556668657
395,1643.9652753860005,1933.6948485689622
396,2007.5379391379988,2174.5534445963485
397,1750.9088472939989,2113.929953586945
398,1894.6195587030004,2377.453724569745
399,1704.4448557859998,2205.272835492868
400,1921.0990335449997,2254.3290893567555
401,2135.321251598001,2288.510673992002
402,2186.1211323560005,2100.3173098179045
403,1731.6838039420002,1646.9754052030394
404,1364.151111376,1511.4525151768971
405,1019.1273838410003,1086.8996973918447
406,684.693949769,825.7865272338771
407,376.28484095799996,544.0696005353393
408,284.921138596,137.99117048046625
409,136.628638771,69.97756112215943
410,62.074162072,0.802
411,36.969285714,0.802
412,75.962094076,0.802
413,263.290539875,120.02490070809917
414,408.86454448499995,334.7520966027826
415,898.3443882299997,628.1570326592991
416,1211.055241198,1171.4347758951897
417,1635.6752793319997,1695.293065333527
418,1554.2181990000006,1781.0910809998927
419,1553.7881171829997,1808.7285724468932
420,1926.0788164360001,1933.1571714768188
421,1669.8506703299997,2033.324886639887
422,1684.9495046779998,1967.3517478858053
423,1737.7828200809995,2161.3784184690694
424,2008.9022499630012,2148.064585496044
425,2203.140577963,2250.617772658422
426,2177.613112048001,1950.9492916505358
427,1742.774715727,1644.0895219888926
428,1474.5154858399994,1394.9628016054044
429,1181.3841986049995,1096.267108147017
430,924.684599397,722.9580626200216
431,435.02681821099986,536.206956275432
432,399.46498170200005,452.1473026150605
433,229.23582711499998,101.14721954539765
434,211.38898091299998,13.877098446532163
435,31.395289207999998,0.802
436,134.502046867,23.44844586054093
437,233.97994860800003,128.0619367378777
438,665.1074896070003,352.85553500381246
439,888.7356403320001,675.3985408650074
440,1321.046620349,1185.1585335185837
441,1776.3293901380007,1738.7608051566083
442,1638.5294601190003,1834.5416313868734
443,1944.632854978001,1950.011832608575
444,2189.1946681770005,1984.9597039686141
445,2108.238629273001,2059.156635499984
446,1880.0858027139996,2115.9764998397445
447,2041.4938869100008,2066.6749977557865
448,1957.9513766729995,2159.295404079456
449,2292.978293264,2172.580974246451
450,2173.386726953999,2023.9334297070031
451,1712.9525350279996,1572.64399741717
452,1502.3763628469997,1366.8839317400336
453,1268.9381316009997,999.7758370264551
454,749.4923792000002,731.2896073453006
455,371.792261085,579.5526987845797
456,364.80689617100006,265.39232153093445
457,225.32710214600002,122.24363069904902
458,146.92436406800002,0.802
459,145.346376274,0.802
460,210.44368123200002,0.802
461,128.140137991,184.33641724252016
462,361.70454480500007,370.48571385749216
463,947.3112970649997,674.3483724877076
464,939.4930309699996,1405.7462017352864
465,1445.5304365580002,1790.7983292049953
466,1353.8226514560001,1887.8096131639318
467,1504.5012698750002,1958.8109102440953
468,1786.9218190359995,2111.118488164483
469,2028.3313345080005,2275.3176417221716
470,1969.0255081720004,2350.2104308891126
471,1885.2363127919996,2459.7531923234983
472,1828.1373259860006,2369.7044734227425
473,1860.659303155,2269.1837011101493
474,2034.668921694,1980.469336697603
475,1854.2354014869995,1780.2577840737054
476,1381.1014499340001,1531.3838334635054
477,1323.3636308010007,1104.3372788979784
478,827.727777737,799.8495336101951
479,471.54521749300005,606.8994708034204
480,433.549146709,356.5650567860375
481,289.018395435,205.45840595072173
482,114.78535208200002,0.802
483,71.989536332,0.802
484,163.89686017099996,51.78279211872908
485,291.15150381099994,192.06656535379392
486,687.5778908240002,445.09408004802043
487,1250.0779750489999,664.5496690332525
488,1194.381412793,1022.040432291559
489,1895.4568304780005,1461.866333699939
490,2111.9440328529986,1860.421016750683
491,2343.7896895,2031.718009361544
492,2226.593681669,1889.4159206276365
493,2048.484242839,2142.9629210816975
494,1778.77995002,2224.4655600460765
495,2067.8764933590005,2040.4792513051204
496,2041.0269566800005,1990.3057048996109
497,2489.6417738419996,1923.6900431600473
498,2021.2140681160004,1776.0087902832283
499,1754.6409637859997,1406.2973264528796
500,1150.248452171,1228.4823381641795
501,1095.5568220410005,877.0212964206581
502,814.7219730590001,638.4593382905625
503,515.517637384,524.1487668380648
504,347.408652152,376.35152819173993
505,208.883906771,167.3618813563557
506,144.195578609,0.802
507,104.75342545,0.802
508,105.13036047,0.802
509,245.74455731499998,90.0638903582739
510,462.75390766199985,427.4899132325522
511,1005.5167763609999,506.8966599965058
512,1183.0478540579998,941.1904020317494
513,1304.7766123159997,1186.1844277923171
514,1637.203123339,1512.2822792523307
515,1681.7548271420003,1823.109782199277
516,1589.711275869,1781.5633433716268
517,2162.8538779859996,1924.9703026880545
518,1991.9413395899996,2022.4954454872777
519,1737.1214138210007,2042.4423766949594
520,2036.004704558,1991.3325108767647
521,1929.3888619640004,1880.0235519913326
522,1620.2491342110009,1820.5070968600724
523,1516.8436694059994,1448.7563804042866
524,1472.8728858339998,1236.8153074260529
525,1069.864306827,799.9709041280273
526,604.2740277239999,617.2806957620066
527,345.033770984,491.7529242959381
528,251.617898835,189.84034230035817
529,158.91896900999996,100.9625354986328
530,70.425748962,0.802
531,87.10299688,0.802
532,117.18550658000001,0.802
533,239.51573981800001,67.90594302530039
534,463.14199407,391.0724329403948
535,887.8613176139999,525.8472703101512
536,1645.3297613430007,1214.2636395464706
537,1893.2509699700006,1642.1983072063326
538,1867.7275945929996,1740.1707544961585
539,1779.1231507410012,1679.9258483320493
540,1720.3853775690002,1880.058310684233
541,2004.1919357510005,1822.4563187727513
542,2292.9983726379987,2059.2060954105373
543,2019.9765442920007,2114.0012943795864
544,1705.2351382129998,2083.6345047808813
545,2377.7048733760003,2148.2658440260834
546,2073.3965904089996,2031.4096256796154
547,1763.988154936,1494.8876617698802
548,1381.7359097159997,1492.2767710998924
549,1174.6080431229998,990.4605073291694
550,834.546974768,665.6343111961337
551,595.4928701569999,453.1194918591897
552,196.858036526,213.42286184102193
553,76.899912544,98.75872040582502
554,73.186688734,0.802
555,36.906103791,0.802
556,143.39345988899998,5.354313244813162
557,193.11314580299992,117.96795533816116
558,718.1354303319999,476.32094786088476
559,899.2971692979999,691.0922616538929
560,1213.9379643120003,1302.2372074996135
561,1512.913229276,1637.4135736934804
562,1453.7661227870008,1951.5061145145062
563,1667.2821581559997,1973.975273234548
564,2107.223816883,2220.030578757851
565,2061.3569064679996,2158.812201266678
566,2012.8629269580001,2421.1676243163174
567,2020.6004538299983,2251.361722649416
568,2356.6458169559987,2299.6443961611485
569,2235.980604644,2331.4350385765633
570,2108.388692741,2131.935868212731
571,1548.737824539999,1674.6045773563294
572,1269.1241654920002,1531.2795573848045
573,1156.638320383,1106.6599573242127
574,914.439863131,843.1911734539511
575,622.3486207269999,562.5550141787583
576,241.79748226899997,165.82744176383196
577,124.955363008,93.06802435511153
578,167.058645517,0.802
579,39.922516867,0.802
580,131.562710369,0.802
581,347.65488485900005,132.20246631206663
582,616.9630415490001,378.5389326229817
583,791.0125517980005,692.0857334747406
584,1436.2467370120007,1297.4874606055168
585,1925.1845855209997,1854.0790937958966
586,1538.0106321469991,1943.5410175827385
587,1635.0814967919998,1992.995685841313
588,2045.4727633189998,2157.210566283002
589,2164.658355094001,2243.8321920267144
590,2255.049979310999,2190.571389914091
591,2047.04336355,2373.052248382217
592,2372.7341352539993,2374.8271070157566
593,2505.266519456,2452.2252571817817
594,2278.2050129460013,2106.6670962146914
595,1812.0067267279996,1798.3546411156697
596,1730.3749990490003,1525.915550311256
597,1438.5035308690003,1198.7524873675072
598,962.2069266189998,819.5977704537072
599,524.569526748,577.0505287474668
600,330.8382921849999,448.8569934617989
601,91.71783851299999,111.07840490312037
602,70.169056915,9.058266869625275
603,41.395333332999996,0.802
604,88.06058116800001,21.33941231003325
605,324.05980775099994,128.56113709660963
606,639.6428243960002,362.0558191257444
607,813.6808441179999,683.8027939380582
608,1400.1742449549995,1204.275928576687
609,1788.1592803529995,1764.8618484144872
610,1646.2093530599998,1859.9657348551525
611,2062.7089026659996,1978.3580595019594
612,2323.484091828,2027.1638228511097
613,1954.3454860069992,2092.3688514735577
614,1678.5951766500002,2151.41463971407
615,1912.1347034140003,2099.8726264746356
616,2094.960673653001,2195.6324835262326
617,2265.4020769599997,2204.4928732167705
618,1998.086894397999,2050.5355679572845
619,1909.9270346509993,1602.6241108027245
620,1468.4968466430003,1394.039473966459
621,1266.5942818069998,1019.4833321233709
622,976.449982979,754.5807236802394
623,585.8958699089999,581.627450861946
624,419.173575165,248.98613300978806
625,249.91387671800007,124.15535880856659
626,129.70700979999998,0.802
627,143.319437939,0.802
628,107.57343598200002,0.802
629,361.20330116499997,174.62304353006212
630,682.2130030409999,353.6409105189684
631,956.0304144469999,646.7963532363636
632,1539.5963832380003,1358.0299239734381
633,2079.275562593,1736.2128220226236
634,1600.7802038960003,1826.1457545889969
635,1673.6824680139998,1891.9518236913018
636,2006.2395913940013,2034.1720870432343
637,1946.5940165940005,2196.1437212191863
638,2186.2491995819996,2273.737659694729
639,1918.672005111999,2379.8802232229705
640,2084.351167579,2285.3687160796685
641,2719.648509316999,2196.51957095422
642,2032.9310284400005,1925.2850682939256
643,1911.475891614,1734.1728856196212
644,1430.5454665120003,1496.5078727107452
645,1217.234029523,1071.3138994953415
646,831.7639482990002,773.6336727028175
647,356.381669133,583.7933732813461
648,309.34736836400003,353.18645485466266
649,246.87782339799995,201.951880633181
650,140.33725205899998,0.802
651,64.422740296,0.802
652,148.94003026200002,52.62528442863245
653,223.230749846,189.8745026878889
654,411.18150516199995,438.91104990495944
655,915.4294789520001,654.2802986880488
656,1097.4003087950002,1001.4404935090615
657,1376.4081178020003,1437.146407160942
658,1602.4359884540004,1833.4282135847877
659,1942.128259683,2002.4906211124048
660,2637.049613088999,1853.2351983174478
661,2235.5123177420005,2108.29084000631
662,2143.1935885729995,2188.472648640477
663,1996.2252629360003,2006.2992621508595
664,2238.1952850629996,1952.8732137933005
665,2069.5168607010005,1891.239897282947
666,1844.154074042,1750.7077667766946
667,1622.9651921550005,1383.1951036703417
668,1432.1143680549999,1208.5771173879782
669,844.576145916,861.803256891333
670,835.0462725880001,623.168248524683
671,686.722518137,517.1981678872763
672,335.0825662,375.20799568605133
673,141.802208031,168.43512722648276
674,138.536096459,0.802
675,121.819857296,0.802
676,190.24990364999996,0.802
677,283.32658124,88.51169391710252
678,480.3385181880001,426.8496125241573
679,786.4058010969999,505.4612969241139
680,1265.9679671590002,940.2287828491498
681,1469.5487140270002,1185.207195688644
682,1784.7700262690007,1509.9804560418365
683,1673.9685945749998,1821.7728830962817
684,1856.161341085999,1779.1297790168944
685,2085.8415329730005,1922.7607894488697
686,2143.2210762040004,2021.020765204884
687,1892.0098706449992,2039.8948494126848
688,1931.6952276309999,1988.92037155241
689,2221.8943753419994,1877.933130011429
690,1877.9872126109992,1819.5174427972972
691,1881.6116496949999,1448.2500431172173
692,1242.8354224939997,1237.2508737351184
693,1134.0981845669999,799.7812128351336
694,716.6369031209998,616.6487713287861
695,461.24655472100005,489.32591280953926
696,270.855152224,198.4103544515189
697,122.939375246,97.38344428697967
698,94.70063129,0.802
699,102.756267545,0.802
700,85.087130564,0.802
701,441.7247430780001,73.33665402487564
702,728.207118465,396.33053996352464
703,1003.7428415679997,537.8666553706904
704,1776.453167370001,1232.9270063012464
705,2124.524848871,1663.4953572166046
706,1747.0245632389997,1766.3324260314896
707,1744.7244959799998,1706.584626157319
708,1784.2372639650005,1908.4196946469804
709,2069.7217005390003,1854.6982543812323
710,2238.4139409339996,2089.039538508345
711,1962.6524424549993,2146.1210617297425
712,2074.314572255,2118.4346801868264
713,2402.426733312,2177.9878313807553
714,2211.4076756420013,2051.409663611532
715,2020.4419497270005,1509.5111567062186
716,1455.3491053189991,1502.345851599941
717,1110.4238007700003,1000.4503835945764
718,952.7861719490002,673.6469306686864
719,613.3152985610001,464.9334872335662
720,230.536846769,200.00515165954207
721,78.265173382,93.03327990757717
722,155.197633559,0.802
723,85.41579225499999,0.802
724,164.13803706,7.31853196648829
725,294.02114437299997,110.58524457954817
726,507.61847837199997,460.1578992456493
